universityId,universityGroupId,name,campusName,emblem,status,fileExists
"korea-national-sport-university-본교","korea-national-sport-university-본교","한국체육대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"korea-national-university-of-heritage-본교","korea-national-university-of-heritage-본교","한국전통문화대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"korea-institute-of-energy-technology-본교","korea-institute-of-energy-technology-본교","한국에너지공과대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"korean-bible-university-본교","korean-bible-university-본교","한국성서대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"hwasung-medi-science-university-본교","hwasung-medi-science-university-본교","화성의과학대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"hongik-university-제2캠퍼","hongik-university-제2캠퍼","홍익대학교 제2캠퍼","캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"howon-university-본교","howon-university-본교","호원대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"hoseo-university-본교","hoseo-university-본교","호서대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"honam-theological-university-seminary-본교","honam-theological-university-seminary-본교","호남신학대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"honam-university-본교","honam-university-본교","호남대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"hyupsung-university-본교","hyupsung-university-본교","협성대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"catholic-kkottongnae-university","catholic-kkottongnae-university","가톨릭꽃동네대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"daegu-arts-university","daegu-arts-university","대구예술대학교","본교","assets/university-emblems/placeholder-emblem.svg","missing","true"
"sungkyunkwan-university-natural-sciences","sungkyunkwan-university-natural-sciences","성균관대학교 자연과학캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"kyunghee-university-global","kyunghee-university-global","경희대학교 국제캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"hufs-global-campus","hufs-global-campus","한국외국어대학교 글로벌캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"gachon-university-medical","gachon-university-medical","가천대학교 메디컬캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"kangwon-national-university-samcheok","kangwon-national-university-samcheok","강원대학교 삼척캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"kangwon-national-university-dogye","kangwon-national-university-dogye","강원대학교 도계캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"kongju-national-university-cheonan","kongju-national-university-cheonan","국립공주대학교 천안캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"kongju-national-university-yesan","kongju-national-university-yesan","국립공주대학교 예산캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"knut-jeungpyeong-campus","knut-jeungpyeong-campus","국립한국교통대학교 증평캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"knut-uiwang-campus","knut-uiwang-campus","국립한국교통대학교 의왕캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"chungbuk-national-university-osong","chungbuk-national-university-osong","충북대학교 오송캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"pusan-national-university-miryang","pusan-national-university-miryang","부산대학교 밀양캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"pusan-national-university-yangsan","pusan-national-university-yangsan","부산대학교 양산캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"gyeongsang-national-university-chilam","gyeongsang-national-university-chilam","경상국립대학교 칠암캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"gyeongsang-national-university-tongyeong","gyeongsang-national-university-tongyeong","경상국립대학교 통영캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"kyungpook-national-university-sangju","kyungpook-national-university-sangju","경북대학교 상주캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"dong-a-university-bumin","dong-a-university-bumin","동아대학교 부민캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"dong-a-university-gudeok","dong-a-university-gudeok","동아대학교 구덕캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"chonnam-national-university-yeosu","chonnam-national-university-yeosu","전남대학교 여수캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"jeonbuk-national-university-iksan","jeonbuk-national-university-iksan","전북대학교 특성화캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
"yonsei-university-international","yonsei-university-international","연세대학교 국제캠퍼스","이원화캠퍼스","assets/university-emblems/placeholder-emblem.svg","missing","true"
